id,name,engine_size,cylinders,turbo,petrol,combined_fuel_consumption
848,TOYOTA COROLLA HATCHBACK XSE,2,4,0,1,7.091452329
849,TOYOTA GR COROLLA,1.6,3,1,1,9.848180341
850,TOYOTA GR86,2.4,4,0,1,10.51772555
851,TOYOTA GR86,2.4,4,0,1,9.532706493
852,TOYOTA HIGHLANDER,2.4,4,1,1,9.900452489
853,TOYOTA HIGHLANDER,2.4,4,1,1,9.509389719
854,TOYOTA HIGHLANDER AWD,2.4,4,1,1,9.911800525
855,TOYOTA RAV4,2.5,4,0,1,7.869660936
856,TOYOTA RAV4,2.5,4,0,1,7.779626316
857,TOYOTA RAV4 AWD,2.5,4,0,1,8.444055128
858,TOYOTA RAV4 AWD,2.5,4,0,1,8.03403389
859,TOYOTA RAV4 AWD LE,2.5,4,0,1,7.886680727
860,TOYOTA RAV4 AWD TRD OFFROAD,2.5,4,0,1,8.540451042
861,TOYOTA Supra 2.0,2,4,1,1,8.592459999
862,TOYOTA Supra 3.0,3,6,1,1,10.94244296
863,TOYOTA Supra 3.0,3,6,1,1,9.092736558
864,TOYOTA TACOMA 2WD,2.7,4,0,1,11.15775792
865,TOYOTA TACOMA 2WD,3.5,6,0,1,11.3926871
866,TOYOTA TACOMA 4WD,2.7,4,0,1,11.72789645
867,TOYOTA TACOMA 4WD,3.5,6,0,1,12.72044866
868,TOYOTA TACOMA 4WD,3.5,6,0,1,11.86000545
869,TOYOTA TACOMA 4WD D-CAB MT TRD-ORP/PRO,3.5,6,0,1,12.84121681
870,TOYOTA TUNDRA 2WD,3.4,6,1,1,11.65063452
871,TOYOTA TUNDRA 2WD,3.4,6,1,1,11.6452124
872,TOYOTA TUNDRA 4WD,3.4,6,1,1,12.16473411
873,TOYOTA TUNDRA 4WD,3.4,6,1,1,12.15926303
874,Volkswagen Arteon,2,4,1,1,8.446662956
875,Volkswagen Arteon 4Motion,2,4,1,1,9.230690742
876,Volkswagen Atlas,2,4,1,1,10.22318809
877,Volkswagen Atlas,3.6,6,0,1,11.7605
878,Volkswagen Atlas 4Motion,2,4,1,1,10.56909838
879,Volkswagen Atlas 4Motion,3.6,6,0,1,11.87875299
880,Volkswagen Atlas Cross Sport,2,4,1,1,10.33158951
881,Volkswagen Atlas Cross Sport,3.6,6,0,1,11.49434836
882,Volkswagen Atlas Cross Sport 4Motion,2,4,1,1,10.92095183
883,Volkswagen Atlas Cross Sport 4Motion,3.6,6,0,1,11.73146463
884,Volkswagen GLI,2,4,1,1,7.904624277
885,Volkswagen GLI,2,4,1,1,7.868686835
886,Volkswagen Golf-R,2,4,1,1,10.2108503
887,Volkswagen Golf-R,2,4,1,1,9.146837048
888,Volkswagen GTI,2,4,1,1,8.767724813
889,Volkswagen GTI,2,4,1,1,8.481354074
890,Volkswagen Jetta,1.5,4,1,1,7.008578588
891,Volkswagen Jetta,1.5,4,1,1,6.767893007
892,Volkswagen Jetta Sport/SE/SEL,1.5,4,1,1,7.077348033
893,Volkswagen Taos,1.5,4,1,1,7.559959631
894,Volkswagen Taos 4Motion,1.5,4,1,1,8.506137033
895,Volkswagen Tiguan,2,4,1,1,9.089538973
896,Volkswagen Tiguan 4Motion,2,4,1,1,9.432320364
897,Volkswagen Tiguan R-Line 4Motion,2,4,1,1,9.755783955
898,Volkswagen Tiguan S,2,4,1,1,8.744191234
